client_id,date,consumption_kwh
C0026,2023-03-15,11.5
C0026,2023-03-16,13.36
C0026,2023-03-17,15.21
C0026,2023-03-18,12.15
C0026,2023-03-19,12.88
C0026,2023-03-20,10.5
C0026,2023-03-21,11.68
C0026,2023-03-22,9.96
C0026,2023-03-23,10.23
C0026,2023-03-24,12.08
C0026,2023-03-25,11.25
C0026,2023-03-26,12.31
C0026,2023-03-27,12.78
C0026,2023-03-28,9.26
C0026,2023-03-29,11.32
C0026,2023-03-30,13.38
C0026,2023-03-31,14.53
C0026,2023-04-01,11.99
C0026,2023-04-02,10.85
C0026,2023-04-03,12.19
C0026,2023-04-04,14.81
C0026,2023-04-05,16.31
C0026,2023-04-06,12.52
C0026,2023-04-07,12.03
C0026,2023-04-08,11.29
C0026,2023-04-09,10.02
C0026,2023-04-10,12.61
C0026,2023-04-11,8.12
C0026,2023-04-12,13.07
C0026,2023-04-13,11.29
C0026,2023-04-14,15.15
C0026,2023-04-15,15.22
C0026,2023-04-16,14.93
C0026,2023-04-17,13.34
C0026,2023-04-18,13.69
C0026,2023-04-19,8.76
C0026,2023-04-20,14.57
C0026,2023-04-21,12.15
C0026,2023-04-22,13.39
C0026,2023-04-23,12.13
C0026,2023-04-24,10.62
C0026,2023-04-25,11.78
C0026,2023-04-26,11.04
C0026,2023-04-27,9.94
C0026,2023-04-28,13.75
C0026,2023-04-29,14.06
C0026,2023-04-30,11.61
C0026,2023-05-01,8.15
C0026,2023-05-02,14.33
C0026,2023-05-03,10.16
C0026,2023-05-04,11.83
C0026,2023-05-05,13.98
C0026,2023-05-06,11.5
C0026,2023-05-07,11.82
C0026,2023-05-08,12.29
C0026,2023-05-09,14.01
C0026,2023-05-10,13.37
C0026,2023-05-11,12.38
C0026,2023-05-12,12.61
C0026,2023-05-13,9.2
C0026,2023-05-14,9.28
C0026,2023-05-15,12.51
C0026,2023-05-16,18.12
C0026,2023-05-17,10.48
C0026,2023-05-18,16.14
C0026,2023-05-19,13.77
C0026,2023-05-20,13.23
C0026,2023-05-21,12.25
C0026,2023-05-22,16.03
C0026,2023-05-23,13.52
C0026,2023-05-24,10.44
C0026,2023-05-25,11.26
C0026,2023-05-26,11.43
C0026,2023-05-27,11.42
C0026,2023-05-28,8.8
C0026,2023-05-29,12.19
C0026,2023-05-30,11.01
C0026,2023-05-31,8.59
C0026,2023-06-01,12.0
C0026,2023-06-02,18.58
C0026,2023-06-03,14.09
C0026,2023-06-04,13.13
C0026,2023-06-05,14.6
C0026,2023-06-06,11.91
C0026,2023-06-07,12.25
C0026,2023-06-08,9.7
C0026,2023-06-09,12.11
C0026,2023-06-10,8.45
C0026,2023-06-11,13.1
C0026,2023-06-12,15.79
C0026,2023-06-13,11.57
C0026,2023-06-14,6.13
C0026,2023-06-15,13.04
C0026,2023-06-16,15.81
C0026,2023-06-17,9.44
C0026,2023-06-18,8.93
C0026,2023-06-19,11.58
C0026,2023-06-20,9.52
C0026,2023-06-21,11.26
C0026,2023-06-22,14.63
C0026,2023-06-23,11.05
C0026,2023-06-24,12.77
C0026,2023-06-25,10.08
C0026,2023-06-26,9.94
C0026,2023-06-27,14.32
C0026,2023-06-28,13.08
C0026,2023-06-29,9.56
C0027,2023-01-01,20.5
C0027,2023-01-02,19.2
C0027,2023-01-03,17.95
C0027,2023-01-04,20.71
C0027,2023-01-05,14.94
C0027,2023-01-06,17.59
C0027,2023-01-07,14.26
C0027,2023-01-08,16.83
C0027,2023-01-09,15.82
C0027,2023-01-10,16.76
C0027,2023-01-11,15.74
C0027,2023-01-12,17.58
C0027,2023-01-13,18.02
C0027,2023-01-14,18.28
C0027,2023-01-15,16.93
C0027,2023-01-16,14.55
C0027,2023-01-17,17.65
C0027,2023-01-18,14.59
C0027,2023-01-19,13.65
C0027,2023-01-20,17.66
C0027,2023-01-21,15.83
C0027,2023-01-22,16.28
C0027,2023-01-23,15.85
C0027,2023-01-24,17.76
C0027,2023-01-25,17.51
C0027,2023-01-26,13.58
C0027,2023-01-27,17.09
C0027,2023-01-28,16.22
C0027,2023-01-29,14.95
C0027,2023-01-30,17.33
C0027,2023-01-31,12.95
C0027,2023-02-01,14.14
C0027,2023-02-02,17.56
C0027,2023-02-03,16.85
C0027,2023-02-04,20.45
C0027,2023-02-05,15.09
C0027,2023-02-06,16.17
C0027,2023-02-07,15.85
C0027,2023-02-08,17.72
C0027,2023-02-09,17.21
C0027,2023-02-10,14.67
C0027,2023-02-11,15.73
C0027,2023-02-12,16.24
C0027,2023-02-13,14.58
C0027,2023-02-14,14.8
C0027,2023-02-15,15.99
C0027,2023-02-16,14.22
C0027,2023-02-17,21.22
C0027,2023-02-18,19.65
C0027,2023-02-19,14.84
C0027,2023-02-20,14.01
C0027,2023-02-21,19.47
C0027,2023-02-22,18.1
C0027,2023-02-23,17.71
C0027,2023-02-24,20.54
C0027,2023-02-25,16.73
C0027,2023-02-26,16.58
C0027,2023-02-27,13.3
C0027,2023-02-28,21.03
C0027,2023-03-01,17.24
C0027,2023-03-02,17.31
C0027,2023-03-03,15.04
C0027,2023-03-04,14.23
C0027,2023-03-05,18.59
C0027,2023-03-06,15.0
C0027,2023-03-07,17.54
C0027,2023-03-08,15.73
C0027,2023-03-09,16.35
C0027,2023-03-10,11.88
C0027,2023-03-11,15.83
C0027,2023-03-12,15.4
C0027,2023-03-13,16.0
C0027,2023-03-14,10.35
C0027,2023-03-15,16.75
C0027,2023-03-16,16.93
C0027,2023-03-17,16.34
C0027,2023-03-18,17.13
C0027,2023-03-19,18.85
C0027,2023-03-20,19.06
C0027,2023-03-21,18.23
C0027,2023-03-22,14.46
C0027,2023-03-23,14.62
C0027,2023-03-24,18.37
C0027,2023-03-25,17.04
C0027,2023-03-26,18.95
C0027,2023-03-27,12.93
C0027,2023-03-28,13.66
C0027,2023-03-29,15.45
C0027,2023-03-30,14.5
C0027,2023-03-31,20.63
C0027,2023-04-01,16.12
C0027,2023-04-02,18.34
C0027,2023-04-03,14.97
C0027,2023-04-04,12.41
C0027,2023-04-05,16.35
C0027,2023-04-06,18.44
C0027,2023-04-07,17.15
C0027,2023-04-08,17.51
C0027,2023-04-09,15.95
C0027,2023-04-10,19.94
C0027,2023-04-11,17.48
C0027,2023-04-12,14.61
C0027,2023-04-13,17.3
C0027,2023-04-14,13.47
C0027,2023-04-15,20.94
C0027,2023-04-16,20.39
C0027,2023-04-17,18.17
C0027,2023-04-18,16.67
C0027,2023-04-19,19.93
C0027,2023-04-20,18.09
C0027,2023-04-21,17.77
C0027,2023-04-22,16.07
C0027,2023-04-23,14.18
C0027,2023-04-24,17.45
C0027,2023-04-25,17.14
C0027,2023-04-26,17.2
C0027,2023-04-27,19.62
C0027,2023-04-28,19.4
C0027,2023-04-29,17.51
C0027,2023-04-30,17.59
C0027,2023-05-01,11.48
C0027,2023-05-02,15.48
C0027,2023-05-03,17.71
C0027,2023-05-04,19.17
C0027,2023-05-05,19.49
C0027,2023-05-06,16.66
C0027,2023-05-07,19.12
C0027,2023-05-08,17.83
C0027,2023-05-09,16.21
C0027,2023-05-10,21.21
C0027,2023-05-11,18.26
C0027,2023-05-12,15.69
C0027,2023-05-13,17.47
C0027,2023-05-14,19.48
C0027,2023-05-15,17.84
C0027,2023-05-16,15.54
C0027,2023-05-17,15.56
C0027,2023-05-18,15.68
C0027,2023-05-19,14.1
C0027,2023-05-20,20.1
C0027,2023-05-21,17.42
C0027,2023-05-22,17.58
C0027,2023-05-23,15.89
C0027,2023-05-24,20.01
C0027,2023-05-25,19.21
C0027,2023-05-26,17.73
C0027,2023-05-27,14.41
C0027,2023-05-28,16.36
C0027,2023-05-29,16.42
C0027,2023-05-30,21.45
C0027,2023-05-31,15.42
C0027,2023-06-01,16.22
C0027,2023-06-02,16.81
C0027,2023-06-03,14.74
C0027,2023-06-04,14.28
C0027,2023-06-05,17.36
C0027,2023-06-06,15.8
C0027,2023-06-07,16.85
C0027,2023-06-08,14.71
C0027,2023-06-09,20.7
C0027,2023-06-10,14.6
C0027,2023-06-11,18.41
C0027,2023-06-12,17.31
C0027,2023-06-13,19.55
C0027,2023-06-14,17.25
C0027,2023-06-15,14.64
C0027,2023-06-16,15.2
C0027,2023-06-17,20.64
C0027,2023-06-18,17.34
C0027,2023-06-19,12.9
C0027,2023-06-20,23.45
C0027,2023-06-21,19.72
C0027,2023-06-22,18.19
C0027,2023-06-23,17.65
C0027,2023-06-24,16.84
C0027,2023-06-25,18.6
C0027,2023-06-26,15.68
C0027,2023-06-27,20.29
C0027,2023-06-28,18.18
C0027,2023-06-29,17.66
C0028,2023-01-01,14.86
C0028,2023-01-02,19.88
C0028,2023-01-03,19.07
C0028,2023-01-04,22.12
C0028,2023-01-05,18.41
C0028,2023-01-06,17.32
C0028,2023-01-07,21.67
C0028,2023-01-08,18.83
C0028,2023-01-09,19.91
C0028,2023-01-10,19.7
C0028,2023-01-11,21.45
C0028,2023-01-12,15.12
C0028,2023-01-13,21.33
C0028,2023-01-14,20.47
C0028,2023-01-15,16.99
C0028,2023-01-16,19.03
C0028,2023-01-17,17.27
C0028,2023-01-18,16.72
C0028,2023-01-19,19.11
C0028,2023-01-20,17.74
C0028,2023-01-21,21.8
C0028,2023-01-22,21.14
C0028,2023-01-23,20.87
C0028,2023-01-24,19.63
C0028,2023-01-25,18.02
C0028,2023-01-26,19.81
C0028,2023-01-27,18.56
C0028,2023-01-28,19.62
C0028,2023-01-29,15.86
C0028,2023-01-30,22.6
C0028,2023-01-31,21.54
C0028,2023-02-01,19.05
C0028,2023-02-02,14.13
C0028,2023-02-03,21.72
C0028,2023-02-04,17.57
C0028,2023-02-05,16.96
C0028,2023-02-06,20.79
C0028,2023-02-07,14.75
C0028,2023-02-08,18.65
C0028,2023-02-09,16.51
C0028,2023-02-10,19.28
C0028,2023-02-11,17.9
C0028,2023-02-12,17.38
C0028,2023-02-13,21.82
C0028,2023-02-14,19.47
C0028,2023-02-15,21.94
C0028,2023-02-16,18.28
C0028,2023-02-17,18.37
C0028,2023-02-18,18.03
C0028,2023-02-19,20.65
C0028,2023-02-20,18.82
C0028,2023-02-21,22.77
C0028,2023-02-22,27.92
C0028,2023-02-23,19.06
C0028,2023-02-24,15.5
C0028,2023-02-25,22.48
C0028,2023-02-26,15.54
C0028,2023-02-27,20.64
C0028,2023-02-28,19.92
C0028,2023-03-01,20.78
C0028,2023-03-02,17.25
C0028,2023-03-03,18.67
C0028,2023-03-04,16.05
C0028,2023-03-05,17.86
C0028,2023-03-06,16.69
C0028,2023-03-07,19.71
C0028,2023-03-08,15.64
C0028,2023-03-09,16.89
C0028,2023-03-10,17.29
C0028,2023-03-11,21.09
C0028,2023-03-12,18.56
C0028,2023-03-13,20.13
C0028,2023-03-14,22.75
C0028,2023-03-15,18.66
C0028,2023-03-16,18.83
C0028,2023-03-17,21.94
C0028,2023-03-18,22.23
C0028,2023-03-19,17.61
C0028,2023-03-20,20.25
C0028,2023-03-21,19.71
C0028,2023-03-22,19.97
C0028,2023-03-23,15.21
C0028,2023-03-24,19.81
C0028,2023-03-25,20.65
C0028,2023-03-26,19.74
C0028,2023-03-27,18.53
C0028,2023-03-28,20.76
C0028,2023-03-29,19.44
C0028,2023-03-30,18.65
C0028,2023-03-31,23.05
C0028,2023-04-01,19.78
C0028,2023-04-02,17.9
C0028,2023-04-03,19.29
C0028,2023-04-04,19.75
C0028,2023-04-05,19.11
C0028,2023-04-06,16.51
C0028,2023-04-07,17.74
C0028,2023-04-08,16.08
C0028,2023-04-09,20.01
C0028,2023-04-10,19.25
C0028,2023-04-11,21.87
C0028,2023-04-12,18.85
C0028,2023-04-13,19.63
C0028,2023-04-14,15.45
C0028,2023-04-15,20.8
C0028,2023-04-16,16.25
C0028,2023-04-17,17.36
C0028,2023-04-18,19.22
C0028,2023-04-19,17.39
C0028,2023-04-20,21.29
C0028,2023-04-21,19.19
C0028,2023-04-22,22.32
C0028,2023-04-23,17.71
C0028,2023-04-24,18.97
C0028,2023-04-25,19.3
C0028,2023-04-26,20.45
C0028,2023-04-27,18.22
C0028,2023-04-28,20.37
C0028,2023-04-29,18.64
C0028,2023-04-30,20.44
C0028,2023-05-01,21.69
C0028,2023-05-02,19.86
C0028,2023-05-03,20.15
C0028,2023-05-04,15.9
C0028,2023-05-05,16.65
C0028,2023-05-06,16.34
C0028,2023-05-07,20.69
C0028,2023-05-08,22.43
C0028,2023-05-09,18.7
C0028,2023-05-10,16.17
C0028,2023-05-11,21.06
C0028,2023-05-12,19.42
C0028,2023-05-13,23.68
C0028,2023-05-14,19.05
C0028,2023-05-15,18.3
C0028,2023-05-16,20.43
C0028,2023-05-17,21.07
C0028,2023-05-18,19.93
C0028,2023-05-19,22.43
C0028,2023-05-20,20.67
C0028,2023-05-21,18.16
C0028,2023-05-22,20.19
C0028,2023-05-23,18.01
C0028,2023-05-24,17.37
C0028,2023-05-25,17.09
C0028,2023-05-26,15.87
C0028,2023-05-27,20.33
C0028,2023-05-28,18.49
C0028,2023-05-29,19.3
C0028,2023-05-30,21.0
C0028,2023-05-31,18.29
C0028,2023-06-01,20.66
C0028,2023-06-02,16.94
C0028,2023-06-03,17.49
C0028,2023-06-04,19.03
C0028,2023-06-05,20.67
C0028,2023-06-06,19.32
C0028,2023-06-07,18.07
C0028,2023-06-08,19.91
C0028,2023-06-09,22.79
C0028,2023-06-10,18.02
C0028,2023-06-11,16.81
C0028,2023-06-12,15.3
C0028,2023-06-13,18.58
C0028,2023-06-14,20.96
C0028,2023-06-15,18.57
C0028,2023-06-16,22.82
C0028,2023-06-17,24.07
C0028,2023-06-18,21.85
C0028,2023-06-19,20.89
C0028,2023-06-20,21.49
C0028,2023-06-21,22.72
C0028,2023-06-22,17.47
C0028,2023-06-23,20.17
C0028,2023-06-24,21.16
C0028,2023-06-25,17.61
C0028,2023-06-26,21.83
C0028,2023-06-27,20.98
C0028,2023-06-28,22.57
C0028,2023-06-29,20.72
C0029,2023-01-01,12.58
C0029,2023-01-02,6.21
C0029,2023-01-03,12.67
C0029,2023-01-04,10.34
C0029,2023-01-05,12.1
C0029,2023-01-06,8.61
C0029,2023-01-07,11.69
C0029,2023-01-08,11.75
C0029,2023-01-09,11.83
C0029,2023-01-10,9.54
C0029,2023-01-11,10.69
C0029,2023-01-12,9.37
C0029,2023-01-13,10.51
C0029,2023-01-14,9.85
C0029,2023-01-15,9.9
C0029,2023-01-16,8.27
C0029,2023-01-17,6.01
C0029,2023-01-18,10.97
C0029,2023-01-19,11.66
C0029,2023-01-20,4.99
C0029,2023-01-21,10.2
C0029,2023-01-22,12.25
C0029,2023-01-23,9.19
C0029,2023-01-24,9.21
C0029,2023-01-25,9.49
C0029,2023-01-26,11.78
C0029,2023-01-27,13.15
C0029,2023-01-28,10.92
C0029,2023-01-29,8.48
C0029,2023-01-30,5.03
C0029,2023-01-31,6.69
C0029,2023-02-01,10.58
C0029,2023-02-02,7.93
C0029,2023-02-03,8.26
C0029,2023-02-04,10.53
C0029,2023-02-05,7.73
C0029,2023-02-06,12.01
C0029,2023-02-07,10.72
C0029,2023-02-08,9.94
C0029,2023-02-09,9.13
C0029,2023-02-10,7.18
C0029,2023-02-11,10.58
C0029,2023-02-12,9.74
C0029,2023-02-13,5.53
C0029,2023-02-14,8.56
C0029,2023-02-15,7.61
C0029,2023-02-16,9.92
C0029,2023-02-17,6.51
C0029,2023-02-18,9.84
C0029,2023-02-19,7.02
C0029,2023-02-20,10.0
C0029,2023-02-21,8.51
C0029,2023-02-22,7.61
C0029,2023-02-23,9.39
C0029,2023-02-24,6.2
C0029,2023-02-25,9.49
C0029,2023-02-26,9.96
C0029,2023-02-27,10.44
C0029,2023-02-28,7.53
C0029,2023-03-01,8.89
C0029,2023-03-02,7.51
C0029,2023-03-03,14.52
C0029,2023-03-04,7.53
C0029,2023-03-05,8.27
C0029,2023-03-06,9.59
C0029,2023-03-07,6.62
C0029,2023-03-08,8.63
C0029,2023-03-09,9.98
C0029,2023-03-10,8.53
C0029,2023-03-11,8.97
C0029,2023-03-12,7.76
C0029,2023-03-13,10.34
C0029,2023-03-14,6.55
C0029,2023-03-15,11.76
C0029,2023-03-16,6.44
C0029,2023-03-17,8.85
C0029,2023-03-18,9.72
C0029,2023-03-19,9.92
C0029,2023-03-20,10.69
C0029,2023-03-21,15.36
C0029,2023-03-22,14.41
C0029,2023-03-23,5.92
C0029,2023-03-24,7.05
C0029,2023-03-25,8.46
C0029,2023-03-26,6.99
C0029,2023-03-27,10.27
C0029,2023-03-28,4.24
C0029,2023-03-29,17.91
C0029,2023-03-30,9.77
C0029,2023-03-31,11.18
C0029,2023-04-01,4.24
C0029,2023-04-02,9.69
C0029,2023-04-03,10.15
C0029,2023-04-04,12.61
C0029,2023-04-05,8.97
C0029,2023-04-06,11.43
C0029,2023-04-07,9.86
C0029,2023-04-08,7.98
C0029,2023-04-09,5.86
C0029,2023-04-10,7.65
C0029,2023-04-11,10.6
C0029,2023-04-12,11.22
C0029,2023-04-13,10.93
C0029,2023-04-14,10.16
C0029,2023-04-15,7.92
C0029,2023-04-16,11.37
C0029,2023-04-17,9.66
C0029,2023-04-18,11.73
C0029,2023-04-19,5.12
C0029,2023-04-20,6.73
C0029,2023-04-21,11.49
C0029,2023-04-22,8.67
C0029,2023-04-23,6.26
C0029,2023-04-24,8.39
C0029,2023-04-25,12.94
C0029,2023-04-26,12.29
C0029,2023-04-27,11.11
C0029,2023-04-28,9.4
C0029,2023-04-29,12.21
C0029,2023-04-30,9.24
C0029,2023-05-01,10.41
C0029,2023-05-02,10.98
C0029,2023-05-03,5.04
C0029,2023-05-04,7.03
C0029,2023-05-05,6.29
C0029,2023-05-06,12.23
C0029,2023-05-07,7.59
C0029,2023-05-08,10.36
C0029,2023-05-09,8.26
C0029,2023-05-10,9.81
C0029,2023-05-11,8.13
C0029,2023-05-12,11.39
C0029,2023-05-13,11.49
C0029,2023-05-14,9.47
C0029,2023-05-15,5.45
C0029,2023-05-16,8.91
C0029,2023-05-17,10.33
C0029,2023-05-18,5.88
C0029,2023-05-19,9.68
C0029,2023-05-20,10.13
C0029,2023-05-21,11.01
C0029,2023-05-22,8.72
C0029,2023-05-23,12.77
C0029,2023-05-24,10.58
C0029,2023-05-25,10.31
C0029,2023-05-26,8.68
C0029,2023-05-27,10.84
C0029,2023-05-28,9.69
C0029,2023-05-29,11.11
C0029,2023-05-30,12.18
C0029,2023-05-31,11.56
C0029,2023-06-01,9.79
C0029,2023-06-02,3.07
C0029,2023-06-03,7.25
C0029,2023-06-04,10.52
C0029,2023-06-05,11.91
C0029,2023-06-06,9.59
C0029,2023-06-07,9.05
C0029,2023-06-08,12.33
C0029,2023-06-09,7.6
C0029,2023-06-10,8.14
C0029,2023-06-11,8.14
C0029,2023-06-12,9.97
C0029,2023-06-13,9.92
C0029,2023-06-14,12.46
C0029,2023-06-15,9.59
C0029,2023-06-16,10.42
C0029,2023-06-17,7.58
C0029,2023-06-18,5.83
C0029,2023-06-19,10.67
C0029,2023-06-20,10.68
C0029,2023-06-21,10.43
C0029,2023-06-22,7.4
C0029,2023-06-23,5.63
C0029,2023-06-24,8.56
C0029,2023-06-25,6.16
C0029,2023-06-26,9.18
C0029,2023-06-27,9.61
C0029,2023-06-28,8.47
C0029,2023-06-29,12.81
C0030,2023-01-01,16.98
C0030,2023-01-02,19.03
C0030,2023-01-03,17.9
C0030,2023-01-04,17.71
C0030,2023-01-05,18.63
C0030,2023-01-06,17.2
C0030,2023-01-07,20.93
C0030,2023-01-08,20.04
C0030,2023-01-09,19.81
C0030,2023-01-10,20.42
C0030,2023-01-11,19.87
C0030,2023-01-12,17.75
C0030,2023-01-13,20.41
C0030,2023-01-14,18.3
C0030,2023-01-15,22.0
C0030,2023-01-16,18.43
C0030,2023-01-17,21.64
C0030,2023-01-18,16.47
C0030,2023-01-19,20.58
C0030,2023-01-20,20.53
C0030,2023-01-21,20.42
C0030,2023-01-22,23.87
C0030,2023-01-23,19.85
C0030,2023-01-24,18.05
C0030,2023-01-25,20.75
C0030,2023-01-26,17.74
C0030,2023-01-27,19.33
C0030,2023-01-28,22.67
C0030,2023-01-29,18.92
C0030,2023-01-30,22.99
C0030,2023-01-31,16.33
C0030,2023-02-01,20.38
C0030,2023-02-02,23.06
C0030,2023-02-03,18.03
C0030,2023-02-04,19.56
C0030,2023-02-05,19.34
C0030,2023-02-06,17.51
C0030,2023-02-07,15.21
C0030,2023-02-08,20.05
C0030,2023-02-09,16.92
C0030,2023-02-10,16.94
C0030,2023-02-11,19.34
C0030,2023-02-12,20.59
C0030,2023-02-13,23.63
C0030,2023-02-14,21.03
C0030,2023-02-15,20.28
C0030,2023-02-16,16.15
C0030,2023-02-17,23.46
C0030,2023-02-18,16.42
C0030,2023-02-19,21.1
C0030,2023-02-20,19.3
C0030,2023-02-21,17.66
C0030,2023-02-22,18.33
C0030,2023-02-23,20.78
C0030,2023-02-24,18.44
C0030,2023-02-25,21.97
C0030,2023-02-26,18.47
C0030,2023-02-27,20.3
C0030,2023-02-28,24.75
C0030,2023-03-01,17.43
C0030,2023-03-02,20.39
C0030,2023-03-03,19.14
C0030,2023-03-04,20.33
C0030,2023-03-05,19.64
C0030,2023-03-06,17.69
C0030,2023-03-07,19.21
C0030,2023-03-08,20.35
C0030,2023-03-09,19.48
C0030,2023-03-10,19.62
C0030,2023-03-11,24.25
C0030,2023-03-12,18.84
C0030,2023-03-13,18.12
C0030,2023-03-14,18.06
C0030,2023-03-15,20.52
C0030,2023-03-16,17.86
C0030,2023-03-17,20.25
C0030,2023-03-18,18.5
C0030,2023-03-19,19.98
C0030,2023-03-20,18.87
C0030,2023-03-21,21.46
C0030,2023-03-22,17.25
C0030,2023-03-23,19.42
C0030,2023-03-24,19.02
C0030,2023-03-25,17.73
C0030,2023-03-26,16.82
C0030,2023-03-27,18.12
C0030,2023-03-28,21.22
C0030,2023-03-29,18.1
C0030,2023-03-30,16.16
C0030,2023-03-31,18.97
C0030,2023-04-01,19.36
C0030,2023-04-02,19.31
C0030,2023-04-03,20.07
C0030,2023-04-04,13.43
C0030,2023-04-05,20.59
C0030,2023-04-06,15.3
C0030,2023-04-07,19.31
C0030,2023-04-08,18.43
C0030,2023-04-09,17.36
C0030,2023-04-10,20.14
C0030,2023-04-11,14.08
C0030,2023-04-12,19.23
C0030,2023-04-13,18.49
C0030,2023-04-14,20.75
C0030,2023-04-15,19.75
C0030,2023-04-16,18.25
C0030,2023-04-17,18.48
C0030,2023-04-18,22.04
C0030,2023-04-19,15.04
C0030,2023-04-20,19.39
C0030,2023-04-21,22.9
C0030,2023-04-22,21.13
C0030,2023-04-23,22.74
C0030,2023-04-24,21.31
C0030,2023-04-25,18.81
C0030,2023-04-26,18.36
C0030,2023-04-27,18.63
C0030,2023-04-28,17.47
C0030,2023-04-29,20.77
C0030,2023-04-30,20.13
C0030,2023-05-01,19.26
C0030,2023-05-02,20.36
C0030,2023-05-03,16.72
C0030,2023-05-04,19.84
C0030,2023-05-05,15.74
C0030,2023-05-06,22.35
C0030,2023-05-07,17.6
C0030,2023-05-08,22.35
C0030,2023-05-09,16.72
C0030,2023-05-10,16.52
C0030,2023-05-11,21.28
C0030,2023-05-12,17.94
C0030,2023-05-13,17.27
C0030,2023-05-14,19.28
C0030,2023-05-15,23.35
C0030,2023-05-16,18.66
C0030,2023-05-17,22.45
C0030,2023-05-18,18.17
C0030,2023-05-19,20.99
C0030,2023-05-20,20.7
C0030,2023-05-21,20.93
C0030,2023-05-22,19.1
C0030,2023-05-23,19.23
C0030,2023-05-24,20.32
C0030,2023-05-25,22.76
C0030,2023-05-26,14.51
C0030,2023-05-27,19.53
C0030,2023-05-28,18.57
C0030,2023-05-29,17.18
C0030,2023-05-30,20.08
C0030,2023-05-31,22.9
C0030,2023-06-01,18.26
C0030,2023-06-02,24.2
C0030,2023-06-03,18.14
C0030,2023-06-04,18.73
C0030,2023-06-05,19.72
C0030,2023-06-06,15.88
C0030,2023-06-07,15.49
C0030,2023-06-08,18.62
C0030,2023-06-09,19.72
C0030,2023-06-10,24.68
C0030,2023-06-11,16.79
C0030,2023-06-12,18.83
C0030,2023-06-13,20.87
C0030,2023-06-14,19.68
C0030,2023-06-15,18.98
C0030,2023-06-16,20.58
C0030,2023-06-17,15.84
C0030,2023-06-18,14.23
C0030,2023-06-19,18.68
C0030,2023-06-20,25.73
C0030,2023-06-21,22.23
C0030,2023-06-22,20.5
C0030,2023-06-23,23.42
C0030,2023-06-24,21.88
C0030,2023-06-25,15.46
C0030,2023-06-26,21.39
C0030,2023-06-27,21.51
C0030,2023-06-28,19.56
C0030,2023-06-29,17.14
C0031,2023-01-01,11.36
C0031,2023-01-02,14.86
C0031,2023-01-03,14.75
C0031,2023-01-04,12.14
C0031,2023-01-05,12.55
C0031,2023-01-06,16.3
C0031,2023-01-07,10.52
C0031,2023-01-08,12.14
C0031,2023-01-09,13.61
C0031,2023-01-10,15.16
C0031,2023-01-11,11.34
C0031,2023-01-12,15.97
C0031,2023-01-13,13.4
C0031,2023-01-14,13.18
C0031,2023-01-15,14.74
C0031,2023-01-16,16.66
C0031,2023-01-17,14.9
C0031,2023-01-18,11.22
C0031,2023-01-19,16.49
C0031,2023-01-20,15.59
C0031,2023-01-21,10.53
C0031,2023-01-22,13.38
C0031,2023-01-23,11.8
C0031,2023-01-24,9.04
C0031,2023-01-25,10.59
C0031,2023-01-26,11.91
C0031,2023-01-27,13.13
C0031,2023-01-28,12.9
C0031,2023-01-29,11.8
C0031,2023-01-30,13.76
C0031,2023-01-31,14.14
C0031,2023-02-01,12.11
C0031,2023-02-02,11.98
C0031,2023-02-03,13.31
C0031,2023-02-04,15.89
C0031,2023-02-05,14.0
C0031,2023-02-06,11.16
C0031,2023-02-07,12.58
C0031,2023-02-08,9.05
C0031,2023-02-09,11.94
C0031,2023-02-10,10.81
C0031,2023-02-11,12.73
C0031,2023-02-12,15.67
C0031,2023-02-13,14.21
C0031,2023-02-14,16.0
C0031,2023-02-15,11.92
C0031,2023-02-16,9.97
C0031,2023-02-17,12.37
C0031,2023-02-18,13.12
C0031,2023-02-19,12.65
C0031,2023-02-20,13.21
C0031,2023-02-21,12.99
C0031,2023-02-22,6.94
C0031,2023-02-23,13.64
C0031,2023-02-24,11.47
C0031,2023-02-25,11.84
C0031,2023-02-26,12.63
C0031,2023-02-27,16.35
C0031,2023-02-28,12.43
C0031,2023-03-01,13.04
C0031,2023-03-02,11.91
C0031,2023-03-03,12.68
C0031,2023-03-04,17.41
C0031,2023-03-05,13.64
C0031,2023-03-06,14.01
C0031,2023-03-07,13.58
C0031,2023-03-08,16.14
C0031,2023-03-09,10.64
C0031,2023-03-10,11.75
C0031,2023-03-11,11.72
C0031,2023-03-12,14.19
C0031,2023-03-13,12.47
C0031,2023-03-14,13.61
C0031,2023-03-15,13.96
C0031,2023-03-16,12.19
C0031,2023-03-17,13.86
C0031,2023-03-18,14.04
C0031,2023-03-19,13.29
C0031,2023-03-20,15.3
C0031,2023-03-21,13.35
C0031,2023-03-22,14.25
C0031,2023-03-23,14.87
C0031,2023-03-24,12.38
C0031,2023-03-25,8.81
C0031,2023-03-26,12.68
C0031,2023-03-27,15.55
C0031,2023-03-28,13.26
C0031,2023-03-29,16.11
C0031,2023-03-30,14.32
C0031,2023-03-31,11.45
C0031,2023-04-01,12.9
C0031,2023-04-02,12.98
C0031,2023-04-03,12.83
C0031,2023-04-04,13.27
C0031,2023-04-05,12.58
C0031,2023-04-06,13.7
C0031,2023-04-07,13.41
C0031,2023-04-08,13.23
C0031,2023-04-09,13.01
C0031,2023-04-10,8.96
C0031,2023-04-11,14.0
C0031,2023-04-12,13.21
C0031,2023-04-13,15.46
C0031,2023-04-14,11.72
C0031,2023-04-15,12.08
